ENSG_ID	Atlas_heart	Atlas_brain	Atlas_kidney
884	ENSG00000162377	2.067	3.568	3.389
885		3.142	3.446	1.08
886	ENSG00000196533	0.28	0.091	3.975
887	ENSG00000163263	0.193	0	0.431
888	ENSG00000188931	8.237	20.413	12.84
889		0.026	0.57	0.051
890		3.164	7.362	2.351
891	ENSG00000253313	0.013	0	1.119
892		0.942	1.52	1.153
893		0.915	1.469	1.129
894		0	0	0.044
895		0.265	0.193	0.716
896	ENSG00000221953	0.025	0.101	0.041
897		0.237	0.185	0.326
898		3.244	3.371	5.305
899		3.164	3.288	5.174
900		2.941	2.023	0.45
901		10.567	12.342	10.747
902		5.215	5.413	2.649
903		5.138	6.635	5.985
904		0.542	0.71	0.558
905		0.439	0.23	0.352
906	ENSG00000174448	0	0.171	0.056
907	ENSG00000162757	0.717	1.578	1.223
908		0	0	0
909		0.028	1.281	0.009
910		0.604	0.602	1.871
911		0.057	15.352	0.036
912		0.337	2.28	0.732
913		0.652	7.147	0.597
914		11.494	4.244	1.435
915		14.923	12.814	2.238
916		0.006	1.314	0.305
917	ENSG00000173918	4.054	0.476	0.165
918	ENSG00000145861	0.054	0	0.039
919		0.133	0.784	0.595
920		0	0.322	0
921		1.139	0.411	1.617
922	ENSG00000184471	0	0	0.011
923		3.151	1.096	2.91
924	ENSG00000125869	0.01	4.246	0.031
925	ENSG00000124103	0	0	0
926	ENSG00000143858	0.282	1.535	0.258
927		1.314	2.362	1.897
928		2.481	9.898	7.674
929		0.722	0.111	0.709
930	ENSG00000149634	0.052	0.053	0.155
931		2.344	9.338	7.219
932		2.007	3.526	2.267
933		1.049	2.362	1.525
934		3.4	4.766	4.334
935		3.208	4.185	3.857
936		0.172	0.195	0
937		0.751	0.239	0.014
938		0.163	0.352	0.435
939		4.268	4.586	3.858
940		4.111	4.434	3.724
941	ENSG00000131059	0	0	0
942	ENSG00000131059	0	0	0
943		1.359	6.565	5.927
944		0.025	0.013	0
945	ENSG00000184385	0	0.177	0
946		0.43	0.134	1.348
947		0.209	0.509	1.088
948		0.216	0.415	0.174
949		0.205	0.519	0.21
950	ENSG00000205930	0.062	0.126	0.464
951		0.321	0.099	0.63
952		7.159	13.038	9.834
953	ENSG00000154642	1.03	2.505	0.86
954		0.227	0.267	0.209
955		5.901	8.601	8.965
956	ENSG00000100249	0	0	0.069
957		1.654	1.161	1.68
958		0	0	0
959		0.165	0.519	1.032
960		0.837	1.134	0.712
961		0.292	0.422	0.338
962		0.612	0.381	0.969
963		1.029	2.688	0.958
964		1.43	1.779	1.125
965		2.741	2.007	2.99
966		0.015	3.012	0.052
967		0.373	0.603	0.305
968	ENSG00000150873	0.018	0.287	0.035
969		0.019	0	0.199
970		5.843	5.295	3.925
971		0.707	0.814	1.351
972		0.022	0.209	0.073
973	ENSG00000178074	3.812	5.756	3.682
974	ENSG00000237651	15.216	34.985	16.367
975		0	0.4	0
976		3.463	3.691	1.923
977		3.4	3.625	1.889
978		39.55	19.654	10.145
979		1.459	1.008	0.218
980		0.535	3.754	0.532
981		0	0.383	0
982	ENSG00000131379	0	0.012	0.023
983		0	0	0
984		10.75	22.511	5.891
985		2.704	3.578	1.751
986	ENSG00000163632	0.101	0.589	0.331
987		1.489	0	1.026
988		0.343	0.443	0.444
989		0.015	0.475	0.065
990	ENSG00000187068	0.411	3.519	0.251
991	ENSG00000182521	0	0	0.014
992		0.189	0.649	0.419
993		0.026	0.365	0.933
994		0.614	0.348	0.861
995		2.711	1.732	1.433
996	ENSG00000164096	2.567	3.697	4.003
997	ENSG00000164096	2.482	3.547	3.841
998		3.253	4.883	4.077
999		4.277	3.22	4.408
1000		1.842	5.872	3.552
1001		1.431	4.779	3.364
1002		1.374	4.569	3.211
1003		1.365	4.558	3.253
1004		3.599	0.264	13.524
1005		4.281	4.311	6.814
1006	ENSG00000181751	0.681	5.086	0.893
1007		6.235	9.909	5.957
1008	ENSG00000242220	0.083	0.422	0.076
1009		3.987	4.69	4.41
1010		3.981	4.682	4.402
1011		3.962	5.156	4.351
1012		1.848	3.248	3.396
1013		1.178	2.465	1.401
1014		0.144	0.256	0.251
1015	ENSG00000187658	0	0.055	0
1016	ENSG00000221990	0.15	0.258	0.299
1017		0.031	0.064	0.078
1018	ENSG00000256580	1.708	0.288	0.967
1019		20.844	0.074	2.926
1020		0	0.023	0
1021		0.07	0.036	0.052
1022		0.069	0.035	0.052
1023		0.02	0.592	0.949
1024		7.991	5.949	6.397
1025		0.304	0.951	1.582
1026		0.407	0.385	0.648
1027		0.69	0.677	0.892
1028	ENSG00000183379	0	0.145	0
1029		7.352	10.199	12.84
1030		0	0.013	0
1031		27.485	3.424	0.041
1032		0.017	3.106	0.101
1033		0.016	1.622	0.027
1034		0.415	1.328	1.093
1035		0	0.03	0.036
1036	ENSG00000181577	0.007	0	0.067
1037	ENSG00000203778	2.282	5.575	1.715
1038		0.114	0	0
1039		7.975	15.5	11.353
1040		7.102	13.848	10.264
1041		7.085	13.815	10.239
1042		0	0.494	0.656
1043		0	0.428	0.569
1044	ENSG00000154079	1.917	6.568	2.19
1045		31.283	20.431	45.659
1046		0.247	0.395	0.323
1047		0.417	0.448	3.586
1048		3.134	3.498	2.802
1049		0.292	0.693	0.436
1050		0.124	0.337	0.385
1051		0	4.631	0.034
1052	ENSG00000156928	12.815	8.18	4.936
1053		1.612	3.851	2.036
1054		5.301	3.038	4.468
1055		8.096	182.651	19.81
1056		0.341	1.145	0.561
1057		2.98	3.272	4.392
1058		5.295	5.298	9.126
1059		5.885	7.794	6.836
1060		5.797	7.678	6.749
1061		0.019	0.065	0.044
1062		0.972	0.341	1.256
1063		0.37	0.31	0.888
1064		0.238	0.108	0.665
1065		8.176	9.533	8.11
1066		1.667	3.662	1.03
1067	ENSG00000156172	0.414	0.975	0.691
1068		4.018	3.723	2.516
1069		0.172	10.996	0.273
1070	ENSG00000164743	1.058	0.787	0.873
1071		1.913	1.448	1.579
1072		1.678	1.27	1.385
1073		4.096	6.256	2.774
1074		0.36	0.931	0.788
1075		0.077	0.117	1.412
1076		0.852	0	1.15
1077		2.064	4.847	2.489
1078		0	0.02	0
1079		3.355	5.063	3.786
1080		0.103	0.787	0.796
1081		0.912	1.236	1.266
1082		0	0.025	0.124
1083	ENSG00000165152	2.115	4.861	2.175
1084		0.275	0.291	0.476
1085	ENSG00000186193	0.024	0.465	0.092
1086	ENSG00000215204	0	0.012	0.009
1087		0.035	0	0.009
1088		3.386	4.903	5.148
1089	ENSG00000171159	0.131	0.372	0
1090	ENSG00000197191	0	0	0.075
1091	ENSG00000232434	0.013	0.168	0.006
1092		1.169	6.179	0.199
1093		0.031	0.021	0.102
1094		3.23	3.887	1.758
1095	ENSG00000203993	0.064	0.104	0.153
1096	ENSG00000107020	6.37	3.268	9.109
1097		0.051	0	0
1098		7.492	6.709	7.892
1099		5.013	3.126	5.983
1100		0.116	15.633	13.556
1101	ENSG00000181778	0.015	0	3.416
1102		3.942	5.763	7.551
1103		4.338	3.544	3.75
1104		0.544	1.054	0.696
1105		0.633	1.443	1.14
1106		0.964	0.732	1.688
1107		0.054	0.15	0.314
1108		0.029	0	0.419
1109	ENSG00000063180	2.007	136.224	3.511
1110	ENSG00000118298	0.879	2.636	0.043
1111	ENSG00000167434	0.194	0.23	0.611
1112	ENSG00000168748	0	0.073	0
1113	ENSG00000168748	0	0.067	0
1114	ENSG00000135932	11.785	17.025	10.418
1115	ENSG00000135932	11.921	16.854	10.81
1116		2.328	5.02	0.923
1117		10.469	2.332	1.991
1118		0.787	1.238	1.492
1119		0.34	2.406	1.33
1120		0.109	14.828	12.824
1121		2.699	1.746	0.23
1122		2.61	1.726	0.231
1123		2.67	1.743	0.234
1124		2.662	1.738	0.231
1125		2.651	1.729	0.229
1126		2.664	1.724	0.237
1127		0.107	1.379	1.396
1128		0.106	1.332	1.334
1129		0.016	0.321	0
1130		0.015	0.31	0
1131		0.015	0.326	0
1132		0.015	0.304	0
1133		0.014	0.295	0
1134	ENSG00000196557	0.088	0.258	0.42
1135		0	0.542	0
1136		0.061	1.408	0.035
1137		4.349	5.622	1.321
1138		3.83	5.646	1.167
1139		0.113	3.961	0.379
1140	ENSG00000166862	0.012	1.958	0.012
1141	ENSG00000130433	0	0.162	0.011
1142		0	0.678	0
1143		2.56	11.538	3.855
1144	ENSG00000175161	0.724	23.758	0.029
1145	ENSG00000175161	0.676	22.362	0.025
1146		1.829	2.862	4.674
1147		1.789	2.798	4.579
1148		0.01	0.328	0.259
1149		0.01	0.318	0.251
1150		4.116	0.956	1.856
1151		90.149	22.492	55.257
1152		89.061	22.44	54.822
1153		88.173	22.153	54.043
1154		1.723	0.448	0.362
1155		123.63	439.532	89.84
1156		1.697	1.373	3.032
1157		0	0	0
1158		0.002	7.401	0.025
1159		0	12.296	0
1160		0.089	6.32	6.23
1161		2.527	12.195	0.333
1162		2.509	12.084	0.336
1163		6.479	7.756	1.734
1164		1.116	10.978	3.76
1165		1.108	10.907	3.733
1166		0.087	6.254	6.154
1167		0.245	1.162	0.475
1168		1.459	5.728	2.284
1169		0	10.236	0
1170		2.077	4.428	1.855
1171		15.246	31.545	7.335
1172		1.226	7.177	1.076
1173		1.685	1.172	0.299
1174		81.58	65.961	82.751
1175		9.472	22.756	1.256
1176		0	0	0.085
1177		0.284	0.317	0.184
1178		0.034	0.125	0
1179	ENSG00000092529	0.511	6.365	14.614
1180	ENSG00000092529	0.492	3.355	7.955
1181	ENSG00000092529	0.442	2.861	7.037
1182		0.083	6.09	5.836
1183		19.366	29.369	23.159
1184	ENSG00000105519	0.024	0.273	0.243
1185	ENSG00000153048	1.219	1.597	2.529
1186		0.501	2.904	1.6
1187		0.498	2.883	1.588
1188		9.53	17.012	13.672
1189		0.995	1.963	1.281
1190		0.721	2.773	1.702
1191		0.715	2.749	1.696
1192		1.445	1.818	1.081
1193		0.27	0.209	0.038
1194		0.294	0.19	1.117
1195		4.959	2.085	5.155
1196		2.258	0.776	4.26
1197		1.35	0.786	3.104
1198		1.294	0.753	3.003
1199		2.65	1.085	0.057
1200		64.225	0.323	0.192
1201	ENSG00000036828	0.011	0	3.535
1202	ENSG00000087589	0.237	0.051	0.112
1203	ENSG00000087589	0.23	0.048	0.106
1204		67.839	9.013	18.882
1205		64.858	8.707	18.105
1206		65.511	8.731	18.324
1207	ENSG00000130940	0.996	0.048	0.402
1208		0.157	0.41	0.479
1209	ENSG00000182533	0.879	0	0
1210		8.056	17.265	14.122
1211		0.906	2.155	1.354
1212	ENSG00000142273	0	0	0.064
1213	ENSG00000142273	0	0	0.058
1214		4.978	5.401	4.121
1215		0	0.054	0.016
1216		2.719	2.61	4.411
1217		1.703	1.02	1.266
1218		0	0.155	0
1219	ENSG00000165832	3.792	7.54	4.918
1220		0.087	0.022	0.108
1221		7.185	8.243	9.163
1222		7.03	8.065	8.965
1223		2.727	16.185	3.62
1224		1.814	2.738	2.126
1225		0.916	1.351	1.68
1226		0.482	0.546	1.571
1227		4.314	10.458	6.264
1228		2.359	3.326	2.271
1229	ENSG00000160994	0	0.043	0
1230	ENSG00000172361	0.337	2.744	1.953
1231		0.294	0.503	0.366
1232		3.417	6.484	1.758
1233		0.009	0.017	0
1234		5.344	4.489	4.23
1235	ENSG00000147144	0.016	0.193	0.246
1236		0.314	0.524	0.825
1237		0.927	1.164	1.08
1238		0.011	0.304	0.011
1239		0.307	0.533	0.261
1240		1.084	1.66	0.812
1241	ENSG00000205212	0.073	0.108	0.139
1242		1.17	0.721	0.095
1243		6.591	13.116	3.817
1244		0.177	0.234	0.271
1245		0.034	0.123	0.034
1246		0.145	1.055	0.176
1247	ENSG00000159214	0.153	0.389	0.47
1248		0.922	5.116	2.231
1249		0	0	0
1250		1.818	1.093	0.4
1251		0	0.083	0
1252	ENSG00000165972	0.01	0.019	0.028
1253		0.794	1.138	1.727
1254		5.789	3.739	4.571
1255		5.694	3.677	4.496
1256	ENSG00000161973	0	0.098	0.016
1257	ENSG00000180329	8.599	11.281	7.456
1258	ENSG00000108588	30.081	33.435	24.669
1259	ENSG00000152492	8.369	4.266	6.467
1260	ENSG00000152492	7.965	4.099	6.761
1261		0.426	1.503	0.891
1262		0.02	0.145	0.132
1263		0.097	1.131	13.883
1264		5.532	4.28	5.981
1265	ENSG00000166510	2.013	0.963	0.853
1266		16.574	0.892	1.331
1267		3.843	5.941	2.06
1268		0.967	2.375	1.218
1269		0.008	0	0.032
1270		6.61	18.116	2.922
1271		0.095	0.177	0.038
1272		0.264	0.511	1.397
1273		0.399	0.279	0.781
1274		0.384	0.269	0.752
1275	ENSG00000213494	0	0	0.033
1276		0	0	0
1277		0	0	0
1278		4.633	0.609	1.274
1279	ENSG00000106178	0	0	0
1280		0.297	0.186	0.682
1281		0.028	0	0
1282		0	0	0
1283	ENSG00000161570	0.258	0.74	0.468
1284		0.069	0	0
1285	ENSG00000108700	1.044	0.515	0.638
1286	ENSG00000128791	5.262	2.573	6.715
1287	ENSG00000133101	0.237	1.658	0.028
1288	ENSG00000100814	7.562	3.588	5.703
1289	ENSG00000157456	0.567	0.25	0.049
1290		1.195	1.932	0.738
1291		0.019	0.098	0.048
1292		0.109	0.521	0.117
1293		6.943	2.768	8.127
1294		7.705	7.154	7.901
1295	ENSG00000205089	0.111	0.08	0.205
1296		6.597	4.744	4.825
1297		1.245	1.716	1.667
1298		1.24	1.708	1.66
1299		1.546	4.028	1.834
1300	ENSG00000163823	2.773	2.917	1.192
1301		0.018	0.089	0.044
1302		0	0	0
1303		1.29	1.416	0.476
1304		4.679	5.581	5.066
1305		28.724	31.083	26.31
1306		1.119	1.373	2.131
1307		17.303	19.246	11.758
1308	ENSG00000134256	0.089	0.053	0.005
1309		3.297	3.327	0.612
1310		8.271	1.073	5.689
1311		0.287	0.122	0.167
1312		27.377	10.475	41.02
1313	ENSG00000158477	0	0	0
1314		0	0	0.089
1315		0	0	0.064
1316		0	0	0.063
1317		0.136	0.119	0.058
1318		0.043	0	0
1319		4.343	0.517	0.75
1320	ENSG00000150637	0.262	0.546	1.245
1321		1.643	1.55	1.864
1322		0.044	0.06	0.037
1323		0.089	0.226	0.055
1324		1.699	0.219	0.526
1325	ENSG00000169217	1.94	4.236	1.776
1326		0.049	0.05	0
1327		0.138	0.194	0.042
1328	ENSG00000241399	4.312	1.934	3.063
1329		1.031	0.349	0.034
1330		0.801	0.517	0.126
1331		5.444	1.506	2.622
1332		87.61	0.93	1.793
1333		2.344	1.598	1.288
1334		0.114	0.029	0.226
1335		1.208	0.879	0.484
1336		11.514	17.026	3.344
1337		10.222	14.939	3.073
1338		16.724	9.27	29.766
1339		17.785	9.822	30.081
1340		4.132	10.872	2.976
1341		24.039	12.582	18.442
1342		23.996	12.559	18.411
1343		23.666	12.387	18.16
1344	ENSG00000135404	299.206	67.918	113.233
1345		0.512	1.539	0.842
1346		0.145	0.049	0.252
1347		0.114	0	0.194
1348		0.039	0	0.059
1349		0.103	0	0.044
1350		0.103	0	0.044
1351		11.83	9.871	6.911
1352		1.489	0.308	0.345
1353		50.015	31.771	11.571
1354		1.322	1.225	2.542
1355		0.604	0.351	0.184
1356		0.947	0.923	1.871
1357		4.036	3.471	3.791
1358		0.103	0.144	0.115
1359		4.207	3.804	4.847
1360		4.141	1.609	0.524
1361		0	0.013	0.169
1362		21.331	8.029	6.803
1363		0.751	1.268	0.964
1364		0.088	0	0.029
1365		18.082	12.295	8.299
1366		20.268	43.775	21.568
1367	ENSG00000197622	4.105	3.221	4.089
1368		3.197	14.727	8.677
1369		14.511	5.494	4.789
1370		0.523	1.624	0.605
1371		8.186	7.805	6.858
1372		0.557	0.219	0.304
1373		1.407	0.52	0.382
1374	ENSG00000163814	0.201	0.245	0.346
1375	ENSG00000157211	0	0	0
1376		4.875	7.406	3.385
1377		0.024	9.74	0.024
1378	ENSG00000180259	0	0	0
1379		0.034	0	0.085
1380		0.607	0.768	0.9
1381		0.096	0	0.085
1382		0.856	1.072	2.087
1383		0.889	1.197	2.503
1384		0.861	1.16	2.445
1385		0.39	0.144	0.205
1386		0.722	0.618	0.423
1387		0.708	0.606	0.415
1388		0.085	0.049	0.133
1389		5.49	7.119	5.408
1390		1.878	1.173	1.35
1391	ENSG00000164885	2.388	29.882	2.918
1392		9.363	5.534	4.315
1393		2.028	3.801	3.799
1394	ENSG00000105810	1.583	0.858	2.09
1395		2.609	3.619	3.103
1396		0.02	3.038	2.607
1397		0.439	1.07	0.803
1398	ENSG00000008086	1.267	10.47	1.661
1399		0.265	0.237	0.833
1400	ENSG00000123080	0.893	0.327	0.51
1401		1.406	0.887	0.241
1402	ENSG00000229937	0.12	0.418	0.154
1403		0	0	0
1404		0	0	0.038
1405		15.82	7.718	8.768
1406		13.874	6.711	7.805
1407	ENSG00000165556	0	0	0
1408		0	0	0
1409		0	0	0
1410		0	0	0
1411		0	0	0
1412	ENSG00000166446	0.475	2.696	0.962
1413		0	0.019	0.091
1414		0	0	0
1415		0.219	0.697	0.096
1416		0.078	0	0
1417	ENSG00000153879	6.537	7.576	3.846
1418		2.021	0.777	1.413
1419		1.737	0.859	1.143
1420		12.999	58.911	11.835
1421		0	0	0
1422		0.061	0.123	0.141
1423		0	0	0
1424	ENSG00000184524	0	13.052	0.079
1425	ENSG00000177946	0.503	1.354	0.825
1426		0.416	0.464	0.147
1427		0	0	0
1428		0	0	0
1429		0.727	0.473	0.411
1430		0.071	0.067	0.087
1431	ENSG00000031691	1.284	0.965	0.687
1432		3.578	3.781	3.413
1433		0.97	0.815	2.354
1434		1.033	9.174	2.026
1435		1.946	3.426	1.544
1436		0.023	0.235	0.1
1437		4.219	2.293	2.886
1438		1.162	8.84	2.548
1439		0	0	0
1440		0	0	0
1441		4.927	0.113	0.498
1442		0	0	0
1443		0	0	0
1444		0	0	0
1445	ENSG00000136698	0	0	0
1446		0	0	0
1447		54.781	7.084	7.339
1448		0	0	0
1449		0	0	0.057
1450		37.352	8.242	19.45
1451		0	0	0
1452	ENSG00000128849	7.707	5.774	62.417
1453		0.022	0.135	0
1454		0	0.033	0
1455		8.46	8.53	5.975
1456		1.662	1.126	1.295
1457		17.018	28.306	14.394
1458		15.524	25.681	13.098
1459	ENSG00000181924	1.005	1.486	1.659
1460		11.431	13.867	13.444
1461		5.754	22.407	11.797
1462		0.338	0.477	0.28
1463		0	0	0
1464		12.533	6.312	5.541
1465		2.667	1.658	0.116
1466		1.006	1.028	1.434
1467		0.057	0.066	0
1468		2.812	5.34	4.31
1469	ENSG00000203668	1.047	2.333	1.115
1470	ENSG00000130724	49.151	70.48	48.823
1471		6.597	8.319	6.138
1472		2.908	2.911	2.349
1473		1.619	7.289	2.048
1474		2.988	3.988	1.461
1475		4.499	4.578	6.169
1476		1.116	0.874	0.36
1477		2.747	1.699	1.508
1478		0.307	0.344	0.395
1479		6.379	11.977	4.703
1480	ENSG00000181072	6.287	0.492	0
1481	ENSG00000181072	5.888	0.457	0.007
1482	ENSG00000181072	5.555	0.463	0.027
1483	ENSG00000184984	0.037	0.387	0.037
1484		0.037	0.542	0.009
1485		0	0.292	0.018
1486	ENSG00000174343	0	0	0
1487		0.043	0.017	0.076
1488		0.523	0.275	0.385
1489		0	0	0.021
1490		1.255	3.255	1.089
1491	ENSG00000147119	0.686	0.361	0.112
1492		2.425	3.363	3.244
1493	ENSG00000213341	2.645	3.011	4.199
1494		0.313	0.318	0.108
1495		0.071	0.253	0.035
1496		0.058	0.208	0.029
1497		19.371	25.329	18.481
1498		18.431	24.106	17.683
1499		0.104	3.14	0
1500		0.099	3.02	0
1501		1.437	0.55	1.398
1502	ENSG00000179862	0.058	0.147	0.014
1503		11.836	16.371	9.142
1504		1.888	2.883	1.674
1505		1.715	1.429	1.706
1506		41.307	0.179	1.217
1507		1.395	2.929	2.116
1508		0	0	0
1509		10.103	10.028	5.972
1510	ENSG00000175505	0.223	0.043	0.295
1511		12.149	33.129	13.177
1512		0.305	0.365	8.701
1513		0.297	0.356	8.507
1514		1.666	6.095	1.026
1515		0	0	2.314
1516		0	0	2.183
1517		0.125	0.398	1.46
1518		7.728	4.653	7.878
1519	ENSG00000159261	0	0	0.279
1520	ENSG00000159261	0	0	0.172
1521		0	0	0
1522	ENSG00000171217	1.747	0.66	2.69
1523	ENSG00000177300	0	0	0
1524	ENSG00000253958	0.048	0.078	0.285
1525	ENSG00000228607	0	0	0
1526	ENSG00000213937	0	0.037	0.036
1527		4.845	32.249	2.424
1528		5.672	40.06	3.003
1529		5.089	35.958	2.694
1530		0.888	0.458	0.488
1531		0	0.089	0.029
1532		0	0	0.386
1533		0.077	0	0
1534		0	0	0
1535		1.418	1.056	1.321
1536		0	0.53	0
1537		0.144	0.065	0.159
1538		0.015	0	0.03
1539		0.087	0.255	0.057
1540		0	0	0.036
1541		0	0	0.032
1542		0	0	0.03
1543		0	0	0.029
1544		0.435	0.367	0.217
1545		8.581	0.806	0.072
1546		19.514	12.092	11.539
1547		0.454	3.679	0.421
1548		4.822	4.705	1.795
1549		30.124	28.711	28.368
1550		17.635	16.807	16.688
1551	ENSG00000205056	0	0	0
1552	ENSG00000205056	0	0	0
1553		1.252	1.367	3.299
1554		14.962	5.915	4.615
1555	ENSG00000182372	0.437	0.978	0.665
1556		0.801	0.779	0.852
1557		0	0	0
1558		1.65	2.012	4.983
1559		0	0	0
1560	ENSG00000249581	0	0	0
1561		21.098	18.995	8.656
1562		17.131	37.748	30.012
1563		0.027	2.388	0.016
1564		0.288	0.289	0.929
1565	ENSG00000168405	3.045	0.781	3.328
1566	ENSG00000168405	2.236	0.461	2.389
1567	ENSG00000174600	3.759	1.241	1.443
1568		0	0	0.296
1569	ENSG00000140932	0.176	0.357	0.087
1570		0.768	0.551	0.539
1571		0.763	0.535	0.524
1572	ENSG00000183723	0.661	5.671	5.398
1573	ENSG00000183723	0.96	8.468	7.268
1574		1.57	1.604	1.574
1575		76.228	35.474	34.514
1576		76.092	35.411	34.458
1577		75.754	35.254	34.299
1578	ENSG00000133313	1.579	3.509	14.346
1579	ENSG00000105427	0	0.144	0
1580	ENSG00000149970	0.214	14.212	0.105
1581		25.817	42.814	25.809
1582	ENSG00000161800	0.872	1.966	0.71
1583	ENSG00000128045	0.095	0.426	0.673
1584		0.723	0.818	0.882
1585		0.702	0.794	0.856
1586		7.146	11.497	4.685
1587	ENSG00000111596	3.996	3.442	4.2
1588		2.649	3.886	3.429
1589		4.464	7.258	4.65
1590		4.727	7.418	5.795
1591		0.493	7.767	0.397
1592		0.451	5.179	0.36
1593		1.993	3.515	1.363
1594		2.12	3.244	1.357
1595	ENSG00000242689	0	0	0.01
1596		0	0.026	0.035
1597		0.026	0.859	0.068
1598		1.439	1.936	5.351
1599		1.446	2.217	1.595
1600		0.582	1.225	0.688
1601	ENSG00000168434	0.274	0.751	0.887
1602		0	0.063	0
1603		0.012	0.047	0.006
1604		8.642	1.092	4.904
1605		0.282	0.127	0.093
1606		0.262	0.127	0.093
1607		1.735	1.063	3.924
1608		0.207	0.261	0.253
1609		3.586	0.857	0.948
1610		0.119	2.5	0.806
1611		0.534	0.271	2.693
1612		0	0.062	0
1613		14.872	2.204	5.722
1614		36.358	3.848	16.451
1615		0.312	0.117	2.221
1616		0.297	0.122	2.125
1617		4.958	7.917	5.642
1618		1.037	0.154	2.465
1619		0.566	1.049	1.015
1620		4.28	1.247	0.781
1621		0.308	2.043	0.119
1622		0.013	0.179	0.037
1623		0.334	0.117	0.102
1624		0.323	0.113	0.099
1625		12.785	13.71	8.061
1626	ENSG00000149600	0.683	1.051	0.941
1627		1.663	3.579	2.715
1628		7.565	8.536	6.904
1629		6.83	7.813	6.26
1630		6.681	7.654	6.121
1631	ENSG00000122218	12.159	11.732	12.623
1632		6.421	4.751	7.84
1633		6.405	4.69	7.762
1634		1.216	2.781	2.287
1635		10.91	20.523	15.23
1636		16.571	14.982	8.601
1637		9.928	14.962	6.4
1638		1.028	1.955	0.928
1639		5.165	8.492	5.537
1640	ENSG00000135469	4.667	1.102	1.788
1641		9.52	6.23	3.664
1642		1.458	0.806	2.228
1643	ENSG00000088682	10.198	4.244	10.567
1644		13.035	16.002	10.014
1645	ENSG00000103647	2.856	16.874	2.083
1646	ENSG00000241563	0	0.162	0.059
1647		2.354	0.921	1.674
1648	ENSG00000166260	2.483	5.84	3.864
1649	ENSG00000014919	2.434	2.244	3.547
1650		1.201	1.821	1.145
1651	ENSG00000131143	101.076	64.096	43.61
1652	ENSG00000131055	0.491	0.055	0.081
1653	ENSG00000111775	78.57	270.859	150.846
1654	ENSG00000156885	15.907	0	0.181
1655	ENSG00000164919	225.019	211.112	75.124
1656	ENSG00000176340	3.861	3.811	2.67
1657	ENSG00000163751	1.219	0.023	0.441
1658		0	0	0
1659		0	0	0
1660	ENSG00000080618	0.326	0.496	0.254
1661		0.079	2.598	0.175
1662		0.078	2.586	0.174
1663		0.076	2.516	0.169
1664		1.313	2.676	2.799
1665		0.028	56.162	0.056
1666	ENSG00000213578	0.259	1.733	0
1667		1.473	1.543	1.717
1668		0.282	0.065	0.293
1669		0	0.483	0.16
1670		6.043	6.93	5.421
1671	ENSG00000144410	0.2	0.407	0.521
1672		1.18	0.928	3.305
1673		1.12	0.882	3.151
1674	ENSG00000110090	2.541	2.149	5.707
1675		0	0	0.043
1676		0.025	0	0.057
1677		2.03	0.087	0.757
1678		0.009	0.009	0.376
1679		0.763	1.378	0.844
1680		1.16	1.289	2.375
1681		1.12	1.244	2.293
1682		5.726	13.617	4.861
1683		3.248	5.438	3.872
1684		2.258	2.151	2.196
1685	ENSG00000107175	1.934	3.009	2.124
1686		1.512	2.579	1.402
1687		1.497	2.482	1.358
1688	ENSG00000111269	4.397	5.702	6.634
1689	ENSG00000175874	0.021	10.591	0
1690		1.453	0.904	1.033
1691		2.86	0.909	1.018
1692		2.439	0.681	0.864
1693		3.263	1.234	1.382
1694		3.125	1.196	1.333
1695		3.336	1.36	1.008
1696		3.006	1.137	1.292
1697		3.122	1.343	1.017
1698		0.578	1.587	2.502
1699		0	0.055	0.027
1700		0	0.054	0.026
1701		0	0.054	0.026
1702		0	0	0.048
1703		0.61	3.794	2.894
1704		8.272	9.984	8.723
1705		0.457	1.109	1.423
1706		0.285	1.713	0.368
1707		0.004	0.034	0
1708	ENSG00000121671	1.523	3.057	1.309
1709		0	0	2.58
1710	ENSG00000080200	4.909	2.193	2.79
1711	ENSG00000182187	0	0	0
1712	ENSG00000103316	3.714	10.045	2.688
1713		3.87	1.824	27.418
1714		6.214	11.522	8.793
1715		189.958	99.185	85.744
1716		2.545	3.282	1.011
1717		1.997	2.447	0.742
1718		0.873	1.472	0.56
1719		0.835	1.336	0.55
1720		0.775	1.309	0.53
1721		0.274	0.117	0.022
1722		0.236	0.135	0.018
1723		6.469	4.133	1.497
1724		6.095	4.283	1.364
1725		6.379	5.74	3.526
1726	ENSG00000213218	0	0	0
1727		4.091	3.061	3.162
1728	ENSG00000180138	0.481	0.236	0.116
1729		0.931	1.635	0.646
1730		0.881	1.547	0.611
1731		2.086	3.914	2.637
1732		2.066	4.478	2.306
1733		2.55	2.662	3.096
1734		0.194	0.026	0.155
1735	ENSG00000070770	3.868	3.405	2.583
1736		0.017	16.61	0.009
1737		3.62	5.103	6.894
1738		10.695	27.884	10.665
1739	ENSG00000175183	22.283	21.195	34.469
1740		0.781	2.237	1.218
1741	ENSG00000101441	0	0	0
1742	ENSG00000101435	0	0	0
1743	ENSG00000160213	8.301	8.177	9.186
1744		1.334	2.133	1.941
1745		2.854	4.472	3.667
1746		3.11	4.818	3.625
1747	ENSG00000232417	0	0	0
1748		0	0	0
1749		0	0	0
1750		0	0	0
1751		0	0	0
1752		0	0	0
1753	ENSG00000236446	0	0	0
1754		0	0	0
1755	ENSG00000225362	0.061	0	0
